stop_id,trip_id,stop_sequence,arrival_time,departure_time,boarding_duration,alighting_duration,pickup_type,drop_off_type,datetime_estimated,local_zone_id,stop_headsign,stop_time_id
StopPoint:OM11812,OM19895151-1_177122,23,11:19:00,11:19:00,0,0,0,0,0,,,
StopPoint:OM11813,OM19895151-1_177122,24,11:20:00,11:20:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19895133-1_177123,0,15:30:00,15:30:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19895133-1_177123,1,15:30:00,15:30:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19895133-1_177123,2,15:31:00,15:31:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19895133-1_177123,3,15:31:00,15:31:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19895133-1_177123,4,15:32:00,15:32:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19895133-1_177123,5,15:32:00,15:32:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19895133-1_177123,6,15:33:00,15:33:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19895133-1_177123,7,15:34:00,15:34:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19895133-1_177123,8,15:34:00,15:34:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19895133-1_177123,9,15:35:00,15:35:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19895133-1_177123,10,15:36:00,15:36:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19895133-1_177123,11,15:37:00,15:37:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19895133-1_177123,12,15:38:00,15:38:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19895133-1_177123,13,15:40:00,15:40:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19895133-1_177123,14,15:41:00,15:41:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19895133-1_177123,15,15:43:00,15:43:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19895133-1_177123,16,15:43:00,15:43:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19895133-1_177123,17,15:44:00,15:44:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19895133-1_177123,18,15:45:00,15:45:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19895133-1_177123,19,15:45:00,15:45:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19895133-1_177123,20,15:46:00,15:46:00,0,0,0,0,0,,,
StopPoint:OM11810,OM19895133-1_177123,21,15:46:00,15:46:00,0,0,0,0,0,,,
StopPoint:OM11811,OM19895133-1_177123,22,15:46:00,15:46:00,0,0,0,0,0,,,
StopPoint:OM11812,OM19895133-1_177123,23,15:47:00,15:47:00,0,0,0,0,0,,,
StopPoint:OM11813,OM19895133-1_177123,24,15:48:00,15:48:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19895147-1_177124,0,09:00:00,09:00:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19895147-1_177124,1,09:00:00,09:00:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19895147-1_177124,2,09:01:00,09:01:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19895147-1_177124,3,09:01:00,09:01:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19895147-1_177124,4,09:02:00,09:02:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19895147-1_177124,5,09:02:00,09:02:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19895147-1_177124,6,09:03:00,09:03:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19895147-1_177124,7,09:04:00,09:04:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19895147-1_177124,8,09:04:00,09:04:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19895147-1_177124,9,09:05:00,09:05:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19895147-1_177124,10,09:06:00,09:06:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19895147-1_177124,11,09:06:00,09:06:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19895147-1_177124,12,09:08:00,09:08:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19895147-1_177124,13,09:08:00,09:08:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19895147-1_177124,14,09:10:00,09:10:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19895147-1_177124,15,09:11:00,09:11:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19895147-1_177124,16,09:11:00,09:11:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19895147-1_177124,17,09:12:00,09:12:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19895147-1_177124,18,09:13:00,09:13:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19895147-1_177124,19,09:13:00,09:13:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19895147-1_177124,20,09:14:00,09:14:00,0,0,0,0,0,,,
StopPoint:OM11810,OM19895147-1_177124,21,09:14:00,09:14:00,0,0,0,0,0,,,
StopPoint:OM11811,OM19895147-1_177124,22,09:14:00,09:14:00,0,0,0,0,0,,,
StopPoint:OM11812,OM19895147-1_177124,23,09:15:00,09:15:00,0,0,0,0,0,,,
StopPoint:OM11813,OM19895147-1_177124,24,09:16:00,09:16:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19895135-1_177127,0,16:30:00,16:30:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19895135-1_177127,1,16:30:00,16:30:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19895135-1_177127,2,16:31:00,16:31:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19895135-1_177127,3,16:32:00,16:32:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19895135-1_177127,4,16:32:00,16:32:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19895135-1_177127,5,16:33:00,16:33:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19895135-1_177127,6,16:33:00,16:33:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19895135-1_177127,7,16:34:00,16:34:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19895135-1_177127,8,16:35:00,16:35:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19895135-1_177127,9,16:36:00,16:36:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19895135-1_177127,10,16:37:00,16:37:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19895135-1_177127,11,16:38:00,16:38:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19895135-1_177127,12,16:39:00,16:39:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19895135-1_177127,13,16:41:00,16:41:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19895135-1_177127,14,16:42:00,16:42:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19895135-1_177127,15,16:44:00,16:44:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19895135-1_177127,16,16:44:00,16:44:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19895135-1_177127,17,16:45:00,16:45:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19895135-1_177127,18,16:46:00,16:46:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19895135-1_177127,19,16:46:00,16:46:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19895135-1_177127,20,16:47:00,16:47:00,0,0,0,0,0,,,
StopPoint:OM11810,OM19895135-1_177127,21,16:47:00,16:47:00,0,0,0,0,0,,,
StopPoint:OM11811,OM19895135-1_177127,22,16:47:00,16:47:00,0,0,0,0,0,,,
StopPoint:OM11812,OM19895135-1_177127,23,16:48:00,16:48:00,0,0,0,0,0,,,
StopPoint:OM11813,OM19895135-1_177127,24,16:49:00,16:49:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19895141-1_177128,0,19:30:00,19:30:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19895141-1_177128,1,19:30:00,19:30:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19895141-1_177128,2,19:31:00,19:31:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19895141-1_177128,3,19:32:00,19:32:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19895141-1_177128,4,19:32:00,19:32:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19895141-1_177128,5,19:33:00,19:33:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19895141-1_177128,6,19:33:00,19:33:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19895141-1_177128,7,19:34:00,19:34:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19895141-1_177128,8,19:35:00,19:35:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19895141-1_177128,9,19:36:00,19:36:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19895141-1_177128,10,19:37:00,19:37:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19895141-1_177128,11,19:38:00,19:38:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19895141-1_177128,12,19:39:00,19:39:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19895141-1_177128,13,19:41:00,19:41:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19895141-1_177128,14,19:42:00,19:42:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19895141-1_177128,15,19:44:00,19:44:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19895141-1_177128,16,19:44:00,19:44:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19895141-1_177128,17,19:45:00,19:45:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19895141-1_177128,18,19:46:00,19:46:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19895141-1_177128,19,19:46:00,19:46:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19895141-1_177128,20,19:47:00,19:47:00,0,0,0,0,0,,,
StopPoint:OM11810,OM19895141-1_177128,21,19:47:00,19:47:00,0,0,0,0,0,,,
StopPoint:OM11811,OM19895141-1_177128,22,19:47:00,19:47:00,0,0,0,0,0,,,
StopPoint:OM11812,OM19895141-1_177128,23,19:48:00,19:48:00,0,0,0,0,0,,,
StopPoint:OM11813,OM19895141-1_177128,24,19:49:00,19:49:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19895139-1_177130,0,18:30:00,18:30:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19895139-1_177130,1,18:30:00,18:30:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19895139-1_177130,2,18:31:00,18:31:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19895139-1_177130,3,18:32:00,18:32:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19895139-1_177130,4,18:32:00,18:32:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19895139-1_177130,5,18:33:00,18:33:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19895139-1_177130,6,18:33:00,18:33:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19895139-1_177130,7,18:34:00,18:34:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19895139-1_177130,8,18:35:00,18:35:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19895139-1_177130,9,18:36:00,18:36:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19895139-1_177130,10,18:37:00,18:37:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19895139-1_177130,11,18:38:00,18:38:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19895139-1_177130,12,18:39:00,18:39:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19895139-1_177130,13,18:41:00,18:41:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19895139-1_177130,14,18:42:00,18:42:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19895139-1_177130,15,18:44:00,18:44:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19895139-1_177130,16,18:44:00,18:44:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19895139-1_177130,17,18:45:00,18:45:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19895139-1_177130,18,18:46:00,18:46:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19895139-1_177130,19,18:46:00,18:46:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19895139-1_177130,20,18:47:00,18:47:00,0,0,0,0,0,,,
StopPoint:OM11810,OM19895139-1_177130,21,18:47:00,18:47:00,0,0,0,0,0,,,
StopPoint:OM11811,OM19895139-1_177130,22,18:47:00,18:47:00,0,0,0,0,0,,,
StopPoint:OM11812,OM19895139-1_177130,23,18:48:00,18:48:00,0,0,0,0,0,,,
StopPoint:OM11813,OM19895139-1_177130,24,18:49:00,18:49:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19895137-1_177132,0,17:25:00,17:25:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19895137-1_177132,1,17:25:00,17:25:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19895137-1_177132,2,17:26:00,17:26:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19895137-1_177132,3,17:27:00,17:27:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19895137-1_177132,4,17:27:00,17:27:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19895137-1_177132,5,17:28:00,17:28:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19895137-1_177132,6,17:28:00,17:28:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19895137-1_177132,7,17:29:00,17:29:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19895137-1_177132,8,17:30:00,17:30:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19895137-1_177132,9,17:31:00,17:31:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19895137-1_177132,10,17:32:00,17:32:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19895137-1_177132,11,17:33:00,17:33:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19895137-1_177132,12,17:34:00,17:34:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19895137-1_177132,13,17:36:00,17:36:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19895137-1_177132,14,17:37:00,17:37:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19895137-1_177132,15,17:39:00,17:39:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19895137-1_177132,16,17:39:00,17:39:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19895137-1_177132,17,17:40:00,17:40:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19895137-1_177132,18,17:41:00,17:41:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19895137-1_177132,19,17:41:00,17:41:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19895137-1_177132,20,17:42:00,17:42:00,0,0,0,0,0,,,
StopPoint:OM11810,OM19895137-1_177132,21,17:42:00,17:42:00,0,0,0,0,0,,,
StopPoint:OM11811,OM19895137-1_177132,22,17:42:00,17:42:00,0,0,0,0,0,,,
StopPoint:OM11812,OM19895137-1_177132,23,17:43:00,17:43:00,0,0,0,0,0,,,
StopPoint:OM11813,OM19895137-1_177132,24,17:44:00,17:44:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19895143-1_177133,0,20:25:00,20:25:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19895143-1_177133,1,20:25:00,20:25:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19895143-1_177133,2,20:26:00,20:26:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19895143-1_177133,3,20:26:00,20:26:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19895143-1_177133,4,20:27:00,20:27:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19895143-1_177133,5,20:27:00,20:27:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19895143-1_177133,6,20:28:00,20:28:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19895143-1_177133,7,20:29:00,20:29:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19895143-1_177133,8,20:29:00,20:29:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19895143-1_177133,9,20:30:00,20:30:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19895143-1_177133,10,20:31:00,20:31:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19895143-1_177133,11,20:32:00,20:32:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19895143-1_177133,12,20:33:00,20:33:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19895143-1_177133,13,20:34:00,20:34:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19895143-1_177133,14,20:35:00,20:35:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19895143-1_177133,15,20:37:00,20:37:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19895143-1_177133,16,20:37:00,20:37:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19895143-1_177133,17,20:38:00,20:38:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19895143-1_177133,18,20:39:00,20:39:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19895143-1_177133,19,20:39:00,20:39:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19895143-1_177133,20,20:40:00,20:40:00,0,0,0,0,0,,,
StopPoint:OM11810,OM19895143-1_177133,21,20:40:00,20:40:00,0,0,0,0,0,,,
StopPoint:OM11811,OM19895143-1_177133,22,20:40:00,20:40:00,0,0,0,0,0,,,
StopPoint:OM11812,OM19895143-1_177133,23,20:41:00,20:41:00,0,0,0,0,0,,,
StopPoint:OM11813,OM19895143-1_177133,24,20:42:00,20:42:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19895145-1_177134,0,21:22:00,21:22:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19895145-1_177134,1,21:22:00,21:22:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19895145-1_177134,2,21:23:00,21:23:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19895145-1_177134,3,21:23:00,21:23:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19895145-1_177134,4,21:24:00,21:24:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19895145-1_177134,5,21:24:00,21:24:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19895145-1_177134,6,21:25:00,21:25:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19895145-1_177134,7,21:26:00,21:26:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19895145-1_177134,8,21:26:00,21:26:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19895145-1_177134,9,21:27:00,21:27:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19895145-1_177134,10,21:28:00,21:28:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19895145-1_177134,11,21:28:00,21:28:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19895145-1_177134,12,21:30:00,21:30:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19895145-1_177134,13,21:30:00,21:30:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19895145-1_177134,14,21:32:00,21:32:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19895145-1_177134,15,21:33:00,21:33:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19895145-1_177134,16,21:33:00,21:33:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19895145-1_177134,17,21:34:00,21:34:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19895145-1_177134,18,21:35:00,21:35:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19895145-1_177134,19,21:35:00,21:35:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19895145-1_177134,20,21:36:00,21:36:00,0,0,0,0,0,,,
StopPoint:OM11810,OM19895145-1_177134,21,21:36:00,21:36:00,0,0,0,0,0,,,
StopPoint:OM11811,OM19895145-1_177134,22,21:36:00,21:36:00,0,0,0,0,0,,,
StopPoint:OM11812,OM19895145-1_177134,23,21:37:00,21:37:00,0,0,0,0,0,,,
StopPoint:OM11813,OM19895145-1_177134,24,21:38:00,21:38:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19895121-1_177138,0,09:25:00,09:25:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19895121-1_177138,1,09:25:00,09:25:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19895121-1_177138,2,09:26:00,09:26:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19895121-1_177138,3,09:26:00,09:26:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19895121-1_177138,4,09:27:00,09:27:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19895121-1_177138,5,09:27:00,09:27:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19895121-1_177138,6,09:28:00,09:28:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19895121-1_177138,7,09:29:00,09:29:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19895121-1_177138,8,09:29:00,09:29:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19895121-1_177138,9,09:30:00,09:30:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19895121-1_177138,10,09:31:00,09:31:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19895121-1_177138,11,09:32:00,09:32:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19895121-1_177138,12,09:33:00,09:33:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19895121-1_177138,13,09:34:00,09:34:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19895121-1_177138,14,09:35:00,09:35:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19895121-1_177138,15,09:37:00,09:37:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19895121-1_177138,16,09:37:00,09:37:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19895121-1_177138,17,09:38:00,09:38:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19895121-1_177138,18,09:39:00,09:39:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19895121-1_177138,19,09:39:00,09:39:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19895121-1_177138,20,09:40:00,09:40:00,0,0,0,0,0,,,
StopPoint:OM11810,OM19895121-1_177138,21,09:40:00,09:40:00,0,0,0,0,0,,,
StopPoint:OM11811,OM19895121-1_177138,22,09:41:00,09:41:00,0,0,0,0,0,,,
StopPoint:OM11812,OM19895121-1_177138,23,09:42:00,09:42:00,0,0,0,0,0,,,
StopPoint:OM11813,OM19895121-1_177138,24,09:43:00,09:43:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19895115-1_177139,0,06:27:00,06:27:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19895115-1_177139,1,06:27:00,06:27:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19895115-1_177139,2,06:28:00,06:28:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19895115-1_177139,3,06:28:00,06:28:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19895115-1_177139,4,06:29:00,06:29:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19895115-1_177139,5,06:29:00,06:29:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19895115-1_177139,6,06:30:00,06:30:00,0,0,0,0,0,,,
StopPoint:OM11797,OM19895115-1_177139,7,06:31:00,06:31:00,0,0,0,0,0,,,
StopPoint:OM11798,OM19895115-1_177139,8,06:31:00,06:31:00,0,0,0,0,0,,,
StopPoint:OM11799,OM19895115-1_177139,9,06:32:00,06:32:00,0,0,0,0,0,,,
StopPoint:OM11800,OM19895115-1_177139,10,06:33:00,06:33:00,0,0,0,0,0,,,
StopPoint:OM11801,OM19895115-1_177139,11,06:33:00,06:33:00,0,0,0,0,0,,,
StopPoint:OM11802,OM19895115-1_177139,12,06:35:00,06:35:00,0,0,0,0,0,,,
StopPoint:OM11803,OM19895115-1_177139,13,06:35:00,06:35:00,0,0,0,0,0,,,
StopPoint:OM11804,OM19895115-1_177139,14,06:37:00,06:37:00,0,0,0,0,0,,,
StopPoint:OM11805,OM19895115-1_177139,15,06:38:00,06:38:00,0,0,0,0,0,,,
StopPoint:OM11806,OM19895115-1_177139,16,06:38:00,06:38:00,0,0,0,0,0,,,
StopPoint:OM11807,OM19895115-1_177139,17,06:39:00,06:39:00,0,0,0,0,0,,,
StopPoint:OM11808,OM19895115-1_177139,18,06:40:00,06:40:00,0,0,0,0,0,,,
StopPoint:OM12658,OM19895115-1_177139,19,06:40:00,06:40:00,0,0,0,0,0,,,
StopPoint:OM11809,OM19895115-1_177139,20,06:41:00,06:41:00,0,0,0,0,0,,,
StopPoint:OM11810,OM19895115-1_177139,21,06:41:00,06:41:00,0,0,0,0,0,,,
StopPoint:OM11811,OM19895115-1_177139,22,06:41:00,06:41:00,0,0,0,0,0,,,
StopPoint:OM11812,OM19895115-1_177139,23,06:42:00,06:42:00,0,0,0,0,0,,,
StopPoint:OM11813,OM19895115-1_177139,24,06:43:00,06:43:00,0,0,1,0,0,,,
StopPoint:OM14112,OM19895117-1_177140,0,07:30:00,07:30:00,0,0,0,1,0,,,
StopPoint:OM11747,OM19895117-1_177140,1,07:30:00,07:30:00,0,0,0,0,0,,,
StopPoint:OM11748,OM19895117-1_177140,2,07:31:00,07:31:00,0,0,0,0,0,,,
StopPoint:OM11749,OM19895117-1_177140,3,07:31:00,07:31:00,0,0,0,0,0,,,
StopPoint:OM11750,OM19895117-1_177140,4,07:32:00,07:32:00,0,0,0,0,0,,,
StopPoint:OM11751,OM19895117-1_177140,5,07:32:00,07:32:00,0,0,0,0,0,,,
StopPoint:OM11752,OM19895117-1_177140,6,07:33:00,07:33:00,0,0,0,0,0,,,
