stop_id,stop_name,visible,fare_zone_id,stop_lon,stop_lat,location_type,parent_station,stop_timezone,geometry_id,equipment_id
StopPoint:OM11824,Mazargues Legre,1,,5.395669,43.25049,0,StopArea:CTP-OM14112,,,
StopPoint:OM11825,L'Aillaude,1,,5.394752,43.252431,0,StopArea:CTP-OM14112,,,
StopPoint:OM11826,Sainte-Anne Haifa,1,,5.394403,43.254437,0,StopArea:CTP-OM14112,,,
StopPoint:OM11827,Sainte-Anne,1,,5.394617,43.256598,0,StopArea:CTP-OM14112,,,
StopPoint:OM11828,Isaac Luce,1,,5.397309,43.257708,0,StopArea:CTP-OM14112,,,
StopPoint:OM12440,Luce Michelet,1,,5.398518,43.258465,0,StopArea:CTP-OM14112,,,
StopPoint:OM11786,Michelet Luce,1,,5.39894,43.259227,0,StopArea:CTP-OM14112,,,
StopPoint:OM11787,Le Corbusier,1,,5.397634,43.261503,0,StopArea:CTP-OM14112,,,
StopPoint:OM11788,Michelet Bousquet,1,,5.396567,43.263404,0,StopArea:CTP-OM14112,,,
StopPoint:OM11789,Michelet Ganay,1,,5.395353,43.26556,0,StopArea:CTP-OM14112,,,
StopPoint:OM11790,Michelet Huveaune,1,,5.393934,43.268038,0,StopArea:CTP-OM14112,,,
StopPoint:OM11887,Métro Sainte-Marguerite Dromel,1,,5.402974,43.270712,0,StopArea:CTP-OM14112,,,
StopPoint:OM11888,La Pugette,1,,5.403472,43.268746,0,StopArea:CTP-OM14112,,,
StopPoint:OM11889,Sainte-Marguerite,1,,5.406089,43.268213,0,StopArea:CTP-OM14112,,,
StopPoint:OM11890,Antide Boyer,1,,5.408789,43.265321,0,StopArea:CTP-OM14112,,,
StopPoint:OM11891,Hôpital Salvator Paoli Calmettes,1,,5.411185,43.263184,0,StopArea:CTP-OM14112,,,
StopPoint:OM11892,Hôpital Sainte-Marguerite,1,,5.412979,43.26245,0,StopArea:CTP-OM14112,,,
StopPoint:OM11893,Grand Pré,1,,5.414415,43.261698,0,StopArea:CTP-OM14112,,,
StopPoint:OM11894,Le Cabot,1,,5.417053,43.258808,0,StopArea:CTP-OM14112,,,
StopPoint:OM11895,Le Redon la Panouse,1,,5.418777,43.257005,0,StopArea:CTP-OM14112,,,
StopPoint:OM11896,Allée des Pins,1,,5.42029,43.254714,0,StopArea:CTP-OM14112,,,
StopPoint:OM11897,La Rouvière,1,,5.421819,43.252017,0,StopArea:CTP-OM14112,,,
StopPoint:OM11898,Le Fangas,1,,5.422122,43.250102,0,StopArea:CTP-OM14112,,,
StopPoint:OM12754,Vallon du Redon,1,,5.42466,43.248815,0,StopArea:CTP-OM14112,,,
StopPoint:OM11913,Clairval Vallon du Redon,1,,5.426761,43.247838,0,StopArea:CTP-OM14112,,,
StopPoint:OM11899,La Gouffone,1,,5.424382,43.246836,0,StopArea:CTP-OM14112,,,
StopPoint:OM11900,Redon,1,,5.42685,43.245155,0,StopArea:CTP-OM14112,,,
StopPoint:OM11764,Le Redon,1,,5.428126,43.244867,0,StopArea:CTP-OM14112,,,
StopPoint:OM11765,Luminy Lachamp,1,,5.432153,43.2461,0,StopArea:CTP-OM14112,,,
StopPoint:OM11766,Luminy Vaufreges,1,,5.435723,43.24615,0,StopArea:CTP-OM14112,,,
StopPoint:OM11767,Luminy H L M,1,,5.438063,43.24209,0,StopArea:CTP-OM14112,,,
StopPoint:OM12708,Cochet Stade,1,,5.432439,43.238394,0,StopArea:CTP-OM14112,,,
StopPoint:OM12709,Piscine,1,,5.432207,43.237745,0,StopArea:CTP-OM14112,,,
StopPoint:OM12710,Esc,1,,5.433356,43.233728,0,StopArea:CTP-OM14112,,,
StopPoint:OM12711,Cochet Piscine,1,,5.432383,43.238027,0,StopArea:CTP-OM14112,,,
StopPoint:OM11768,Luminy Stade,1,,5.435501,43.237704,0,StopArea:CTP-OM14112,,,
StopPoint:OM11769,Luminy ESCAE,1,,5.436336,43.231295,0,StopArea:CTP-OM14112,,,
StopPoint:OM11770,Luminy,1,,5.436994,43.231186,0,StopArea:CTP-OM14112,,,
StopPoint:OM11771,Luminy Stade,1,,5.4357,43.237968,0,StopArea:CTP-OM14112,,,
StopPoint:OM11772,Luminy H L M,1,,5.43822,43.243182,0,StopArea:CTP-OM14112,,,
StopPoint:OM11773,Luminy Vaufreges,1,,5.435485,43.246516,0,StopArea:CTP-OM14112,,,
StopPoint:OM11774,Luminy Lachamp,1,,5.43165,43.246339,0,StopArea:CTP-OM14112,,,
StopPoint:OM11901,Le Redon,1,,5.427165,43.24529,0,StopArea:CTP-OM14112,,,
StopPoint:OM11902,La Gouffone,1,,5.424716,43.246638,0,StopArea:CTP-OM14112,,,
StopPoint:OM11903,Le Fangas,1,,5.422364,43.250032,0,StopArea:CTP-OM14112,,,
StopPoint:OM11904,La Rouvière,1,,5.422023,43.252155,0,StopArea:CTP-OM14112,,,
StopPoint:OM11905,Allée des Pins,1,,5.420718,43.254432,0,StopArea:CTP-OM14112,,,
StopPoint:OM11906,Le Redon la Panouse,1,,5.4193,43.256891,0,StopArea:CTP-OM14112,,,
StopPoint:OM11907,Le Cabot,1,,5.416877,43.259191,0,StopArea:CTP-OM14112,,,
StopPoint:OM11908,Grand Pré,1,,5.414527,43.261722,0,StopArea:CTP-OM14112,,,
StopPoint:OM11909,Hôpital Sainte-Marguerite,1,,5.412165,43.262878,0,StopArea:CTP-OM14112,,,
StopPoint:OM11910,Hôpital Salvator Paoli Calmettes,1,,5.410869,43.263499,0,StopArea:CTP-OM14112,,,
StopPoint:OM11911,Antide Boyer,1,,5.408731,43.26562,0,StopArea:CTP-OM14112,,,
StopPoint:OM12880,Sainte-Marguerite Vauthier,1,,5.408098,43.266939,0,StopArea:CTP-OM14112,,,
StopPoint:OM11912,Sainte-Marguerite,1,,5.406618,43.268207,0,StopArea:CTP-OM14112,,,
StopPoint:OM11667,La Pugette,1,,5.40365,43.268948,0,StopArea:CTP-OM14112,,,
StopPoint:OM1401,Métro Sainte-Marguerite Dromel,1,,5.402832,43.271048,0,StopArea:CTP-OM14112,,,
StopPoint:OM14114,Métro Rond-Point du Prado,1,,5.392507,43.271347,0,StopArea:CTP-OM14112,,,
StopPoint:OM11838,Négresko Paulet,1,,5.389847,43.269628,0,StopArea:CTP-OM14112,,,
StopPoint:OM11839,Mazargues Etienne Milan,1,,5.389585,43.266785,0,StopArea:CTP-OM14112,,,
StopPoint:OM11840,Grand Saint-Giniez,1,,5.3917,43.26445,0,StopArea:CTP-OM14112,,,
StopPoint:OM12600,Mazargues Barral,1,,5.392667,43.263191,0,StopArea:CTP-OM14112,,,
StopPoint:OM11841,Reggio,1,,5.393592,43.260917,0,StopArea:CTP-OM14112,,,
StopPoint:OM11842,Boulevard Verne,1,,5.394079,43.258969,0,StopArea:CTP-OM14112,,,
StopPoint:OM11843,Haifa Ollivary,1,,5.392637,43.253148,0,StopArea:CTP-OM14112,,,
StopPoint:OM11844,Haifa Marie Louise,1,,5.390417,43.251655,0,StopArea:CTP-OM14112,,,
StopPoint:OM11845,Hambourg Haifa,1,,5.390239,43.249232,0,StopArea:CTP-OM14112,,,
StopPoint:OM11846,Hambourg Lancier,1,,5.392844,43.247333,0,StopArea:CTP-OM14112,,,
StopPoint:OM11847,Le Lancier,1,,5.396261,43.246822,0,StopArea:CTP-OM14112,,,
StopPoint:OM11848,Barquière Martheline,1,,5.398471,43.24604,0,StopArea:CTP-OM14112,,,
StopPoint:OM11849,Soude Reginensi,1,,5.399946,43.244406,0,StopArea:CTP-OM14112,,,
StopPoint:OM11850,Soude Poméon,1,,5.402499,43.242706,0,StopArea:CTP-OM14112,,,
StopPoint:OM11851,Océan Pistou,1,,5.401651,43.240635,0,StopArea:CTP-OM14112,,,
StopPoint:OM11852,Océan Réattu,1,,5.398961,43.241395,0,StopArea:CTP-OM14112,,,
StopPoint:OM11853,Collège Roy d'Espagne,1,,5.396835,43.240736,0,StopArea:CTP-OM14112,,,
StopPoint:OM11854,Sormiou Roy d'Espagne,1,,5.398936,43.235389,0,StopArea:CTP-OM14112,,,
StopPoint:OM13073,Sormiou Crosia,1,,5.399116,43.23461,0,StopArea:CTP-OM14112,,,
StopPoint:OM11855,Sormiou Jarre,1,,5.399703,43.233164,0,StopArea:CTP-OM14112,,,
StopPoint:OM11857,La Cayolle,1,,5.401553,43.22911,0,StopArea:CTP-OM14112,,,
StopPoint:OM11858,Sormiou Pierrotti,1,,5.401079,43.230412,0,StopArea:CTP-OM14112,,,
StopPoint:OM11859,Colgate Sormiou,1,,5.401805,43.231773,0,StopArea:CTP-OM14112,,,
StopPoint:OM11860,Colgate Valette,1,,5.404997,43.232815,0,StopArea:CTP-OM14112,,,
StopPoint:OM11861,Colgate Agelasto,1,,5.408783,43.233939,0,StopArea:CTP-OM14112,,,
StopPoint:OM11862,Colgate Agelasto,1,,5.408959,43.23423,0,StopArea:CTP-OM14112,,,
StopPoint:OM11863,Colgate Valette,1,,5.405124,43.233126,0,StopArea:CTP-OM14112,,,
StopPoint:OM11864,Colgate Sormiou,1,,5.40234,43.232118,0,StopArea:CTP-OM14112,,,
StopPoint:OM11866,La Cayolle,1,,5.401747,43.229302,0,StopArea:CTP-OM14112,,,
StopPoint:OM11868,Sormiou Jarre,1,,5.399818,43.233475,0,StopArea:CTP-OM14112,,,
StopPoint:OM13072,Sormiou Crosia,1,,5.399413,43.234638,0,StopArea:CTP-OM14112,,,
StopPoint:OM11869,Sormiou Roy d'Espagne,1,,5.399094,43.236041,0,StopArea:CTP-OM14112,,,
StopPoint:OM11870,Collège Roy d'Espagne,1,,5.39741,43.241133,0,StopArea:CTP-OM14112,,,
StopPoint:OM11871,Océan Réattu,1,,5.398408,43.24141,0,StopArea:CTP-OM14112,,,
StopPoint:OM11872,Océan Pistou,1,,5.401272,43.240448,0,StopArea:CTP-OM14112,,,
StopPoint:OM11873,Soude Poméon,1,,5.403292,43.24235,0,StopArea:CTP-OM14112,,,
StopPoint:OM11874,Soude Reginensi,1,,5.400138,43.244544,0,StopArea:CTP-OM14112,,,
StopPoint:OM11875,Barquière Martheline,1,,5.39866,43.245899,0,StopArea:CTP-OM14112,,,
StopPoint:OM11876,Le Lancier,1,,5.395753,43.246746,0,StopArea:CTP-OM14112,,,
StopPoint:OM11877,Hambourg Lancier,1,,5.39313,43.247379,0,StopArea:CTP-OM14112,,,
StopPoint:OM11878,Hambourg Haifa,1,,5.390564,43.249331,0,StopArea:CTP-OM14112,,,
StopPoint:OM11879,Haifa Marie Louise,1,,5.390802,43.251491,0,StopArea:CTP-OM14112,,,
StopPoint:OM11880,Haifa Ollivary,1,,5.393185,43.253276,0,StopArea:CTP-OM14112,,,
StopPoint:OM11881,Sainte-Anne,1,,5.394298,43.257084,0,StopArea:CTP-OM14112,,,
StopPoint:OM11882,Boulevard Verne,1,,5.394256,43.259297,0,StopArea:CTP-OM14112,,,
StopPoint:OM11883,Reggio,1,,5.393789,43.261163,0,StopArea:CTP-OM14112,,,
StopPoint:OM12745,Mazargues Barral,1,,5.392853,43.263213,0,StopArea:CTP-OM14112,,,
StopPoint:OM11884,Grand Saint-Giniez,1,,5.390941,43.2652,0,StopArea:CTP-OM14112,,,
StopPoint:OM11885,Mazargues Etienne Milan,1,,5.389608,43.26745,0,StopArea:CTP-OM14112,,,
StopPoint:OM11886,Négresko Paulet,1,,5.388762,43.268895,0,StopArea:CTP-OM14112,,,
StopPoint:OM12855,Négresko,1,,5.391315,43.269919,0,StopArea:CTP-OM14112,,,
StopPoint:OM11991,Magdelon,1,,5.401376,43.248385,0,StopArea:CTP-OM14112,,,
StopPoint:OM11992,Concorde Obélisque,1,,5.403296,43.250254,0,StopArea:CTP-OM14112,,,
StopPoint:OM11978,Concorde Obélisque,1,,5.402872,43.250149,0,StopArea:CTP-OM14112,,,
StopPoint:OM11979,Magdelon,1,,5.401338,43.248602,0,StopArea:CTP-OM14112,,,
StopPoint:OM1570,Métro la Rose,1,,5.42958,43.332862,0,StopArea:CTP-OM14112,,,
StopPoint:OM1571,La Rose Poste,1,,5.428116,43.331528,0,StopArea:CTP-OM14112,,,
StopPoint:OM1572,La Grave la Rose,1,,5.427228,43.329908,0,StopArea:CTP-OM14112,,,
StopPoint:OM1573,La Rose,1,,5.429677,43.33009,0,StopArea:CTP-OM14112,,,
StopPoint:OM1574,La Rose Boulevard Neuf,1,,5.432648,43.331263,0,StopArea:CTP-OM14112,,,
StopPoint:OM1575,La Croix Rouge Val Plan,1,,5.435009,43.332337,0,StopArea:CTP-OM14112,,,
StopPoint:OM1576,La Bégude,1,,5.438516,43.333172,0,StopArea:CTP-OM14112,,,
StopPoint:OM12814,La Bégude Sud,1,,5.440967,43.333614,0,StopArea:CTP-OM14112,,,
StopPoint:OM1577,La Ravelle,1,,5.442881,43.33461,0,StopArea:CTP-OM14112,,,
StopPoint:OM1578,La Croix Rouge Église,1,,5.448336,43.334552,0,StopArea:CTP-OM14112,,,
StopPoint:OM1579,La Croix Rouge,1,,5.451267,43.334755,0,StopArea:CTP-OM14112,,,
StopPoint:OM1580,Delprat Vallon Vert,1,,5.453085,43.334891,0,StopArea:CTP-OM14112,,,
StopPoint:OM1581,Les Bartavelles,1,,5.456157,43.33339,0,StopArea:CTP-OM14112,,,
StopPoint:OM1582,Fournacle les Aurengues,1,,5.458107,43.332767,0,StopArea:CTP-OM14112,,,
StopPoint:OM12882,Cité la Marie Basse,1,,5.457525,43.330221,0,StopArea:CTP-OM14112,,,
StopPoint:OM12884,Cité la Marie Haute,1,,5.456052,43.328969,0,StopArea:CTP-OM14112,,,
StopPoint:OM12885,Cité la Marie Basse,1,,5.457718,43.32946,0,StopArea:CTP-OM14112,,,
StopPoint:OM1584,Fournacle les Aurengues,1,,5.458384,43.332876,0,StopArea:CTP-OM14112,,,
StopPoint:OM1585,Les Bartavelles,1,,5.455694,43.333925,0,StopArea:CTP-OM14112,,,
StopPoint:OM1586,Delprat Vallon Vert,1,,5.453764,43.334916,0,StopArea:CTP-OM14112,,,
StopPoint:OM1587,La Croix Rouge,1,,5.451316,43.334978,0,StopArea:CTP-OM14112,,,
StopPoint:OM1588,La Croix Rouge Église,1,,5.447885,43.334871,0,StopArea:CTP-OM14112,,,
StopPoint:OM1589,La Ravelle,1,,5.442639,43.33468,0,StopArea:CTP-OM14112,,,
StopPoint:OM1590,La Bégude,1,,5.437867,43.333244,0,StopArea:CTP-OM14112,,,
StopPoint:OM1591,La Croix Rouge Val Plan,1,,5.43493,43.332465,0,StopArea:CTP-OM14112,,,
StopPoint:OM1592,La Rose Boulevard Neuf,1,,5.432778,43.331403,0,StopArea:CTP-OM14112,,,
StopPoint:OM1593,La Rose,1,,5.428861,43.329807,0,StopArea:CTP-OM14112,,,
StopPoint:OM1594,La Grave la Rose,1,,5.427524,43.329918,0,StopArea:CTP-OM14112,,,
StopPoint:OM1595,La Rose Poste,1,,5.428499,43.331553,0,StopArea:CTP-OM14112,,,
StopPoint:OM1596,Métro la Rose,1,,5.430439,43.333485,0,StopArea:CTP-OM14112,,,
StopPoint:OM11718,Madrague de Montredon,1,,5.354633,43.231085,0,StopArea:CTP-OM14112,,,
StopPoint:OM12354,Saména,1,,5.352409,43.228549,0,StopArea:CTP-OM14112,,,
StopPoint:OM12356,Escalette,1,,5.34835,43.225237,0,StopArea:CTP-OM14112,,,
StopPoint:OM12739,Calanque Blanche,1,,5.346298,43.223379,0,StopArea:CTP-OM14112,,,
StopPoint:OM12357,Roches Blanches,1,,5.345507,43.218618,0,StopArea:CTP-OM14112,,,
StopPoint:OM12358,Les Goudes,1,,5.346168,43.217143,0,StopArea:CTP-OM14112,,,
StopPoint:OM12359,Delabre Pelaprat,1,,5.347316,43.215366,0,StopArea:CTP-OM14112,,,
StopPoint:OM12360,Callelongue,1,,5.353312,43.212716,0,StopArea:CTP-OM14112,,,
StopPoint:OM12361,Delabre Pelaprat,1,,5.348381,43.21504,0,StopArea:CTP-OM14112,,,
StopPoint:OM12362,Les Goudes,1,,5.346445,43.217045,0,StopArea:CTP-OM14112,,,
StopPoint:OM12363,Roches Blanches,1,,5.345796,43.218502,0,StopArea:CTP-OM14112,,,
StopPoint:OM12740,Calanque Blanche,1,,5.346443,43.223339,0,StopArea:CTP-OM14112,,,
StopPoint:OM12364,Escalette,1,,5.348525,43.225061,0,StopArea:CTP-OM14112,,,
StopPoint:OM12365,Saména,1,,5.353649,43.228748,0,StopArea:CTP-OM14112,,,
StopPoint:OM11719,Madrague Mont Rose,1,,5.35559,43.231742,0,StopArea:CTP-OM14112,,,
StopPoint:OM11943,Corail Lycée,1,,5.377269,43.240077,0,StopArea:CTP-OM14112,,,
StopPoint:OM13773,Castellane,1,,5.384103,43.284959,0,StopArea:CTP-OM14112,,,
StopPoint:OM11494,Prado Dupré,1,,5.385567,43.282411,0,StopArea:CTP-OM14112,,,
StopPoint:OM11696,Prado Périer,1,,5.387469,43.279057,0,StopArea:CTP-OM14112,,,
StopPoint:OM11697,Prado Borde,1,,5.388267,43.27764,0,StopArea:CTP-OM14112,,,
StopPoint:OM11698,Prado Louvain,1,,5.389234,43.275922,0,StopArea:CTP-OM14112,,,
StopPoint:OM11699,Prado Rodocanachi,1,,5.39026,43.274149,0,StopArea:CTP-OM14112,,,
StopPoint:OM12736,Rond-Point du Prado,1,,5.390887,43.27298,0,StopArea:CTP-OM14112,,,
StopPoint:OM11753,Michelet Luce,1,,5.399075,43.258521,0,StopArea:CTP-OM14112,,,
StopPoint:OM11754,Michelet Taine,1,,5.400152,43.256584,0,StopArea:CTP-OM14112,,,
StopPoint:OM11755,Michelet Bonneaude,1,,5.401636,43.253961,0,StopArea:CTP-OM14112,,,
StopPoint:OM11756,Michelet Blanc,1,,5.402348,43.252781,0,StopArea:CTP-OM14112,,,
StopPoint:OM11757,Obélisque,1,,5.4031,43.25142,0,StopArea:CTP-OM14112,,,
StopPoint:OM14251,Sainte-Trinité,1,,5.406365,43.247829,0,StopArea:CTP-OM14112,,,
StopPoint:OM11760,Roubin,1,,5.411538,43.245433,0,StopArea:CTP-OM14112,,,
StopPoint:OM11761,Centre Commercial Valmante,1,,5.416612,43.245764,0,StopArea:CTP-OM14112,,,
StopPoint:OM11763,Lotissement Valmont,1,,5.424279,43.245148,0,StopArea:CTP-OM14112,,,
StopPoint:OM13872,Luminy,1,,5.437081,43.230987,0,StopArea:CTP-OM14112,,,
StopPoint:OM13772,Luminy,1,,5.436914,43.23133,0,StopArea:CTP-OM14112,,,
StopPoint:OM11775,Le Redon,1,,5.427185,43.244984,0,StopArea:CTP-OM14112,,,
StopPoint:OM11776,Lotissement Valmont,1,,5.423427,43.245542,0,StopArea:CTP-OM14112,,,
StopPoint:OM11778,Centre Commercial Valmante,1,,5.415492,43.245751,0,StopArea:CTP-OM14112,,,
StopPoint:OM11779,Roubin,1,,5.411544,43.24554,0,StopArea:CTP-OM14112,,,
StopPoint:OM14252,Sainte-Trinité,1,,5.406491,43.247879,0,StopArea:CTP-OM14112,,,
StopPoint:OM11782,Obélisque,1,,5.403817,43.251022,0,StopArea:CTP-OM14112,,,
StopPoint:OM11783,Michelet Blanc,1,,5.402772,43.252418,0,StopArea:CTP-OM14112,,,
StopPoint:OM11784,Michelet Bonneaude,1,,5.401458,43.254776,0,StopArea:CTP-OM14112,,,
StopPoint:OM11785,Michelet Taine,1,,5.400243,43.256906,0,StopArea:CTP-OM14112,,,
StopPoint:OM11791,Métro Rond-Point du Prado,1,,5.392223,43.271036,0,StopArea:CTP-OM14112,,,
StopPoint:OM11736,Rond-Point du Prado,1,,5.39113,43.273162,0,StopArea:CTP-OM14112,,,
StopPoint:OM11737,Prado Rodocanachi,1,,5.390137,43.274854,0,StopArea:CTP-OM14112,,,
StopPoint:OM11738,Prado Louvain,1,,5.389158,43.276572,0,StopArea:CTP-OM14112,,,
StopPoint:OM11739,Prado Borde,1,,5.388167,43.2783,0,StopArea:CTP-OM14112,,,
StopPoint:OM11740,Prado Périer,1,,5.387615,43.27926,0,StopArea:CTP-OM14112,,,
StopPoint:OM11090,Prado Dupré,1,,5.386233,43.281745,0,StopArea:CTP-OM14112,,,
StopPoint:OM11091,Castellane,1,,5.38431,43.285162,0,StopArea:CTP-OM14112,,,
StopPoint:OM1201,Canebière Bourse,1,,5.376711,43.296717,0,StopArea:CTP-OM14112,,,
StopPoint:OM1419,Barbusse Colbert,1,,5.374275,43.298368,0,StopArea:CTP-OM14112,,,
StopPoint:OM12530,Métro Colbert,1,,5.374486,43.300035,0,StopArea:CTP-OM14112,,,
StopPoint:OM1420,Métro Jules Guesde,1,,5.374347,43.301828,0,StopArea:CTP-OM14112,,,
StopPoint:OM1481,Pelletan Marceau,1,,5.374078,43.303255,0,StopArea:CTP-OM14112,,,
StopPoint:OM1482,Place de Strasbourg,1,,5.373485,43.306232,0,StopArea:CTP-OM14112,,,
StopPoint:OM1450,Strasbourg Amiens,1,,5.375161,43.306967,0,StopArea:CTP-OM14112,,,
StopPoint:OM1451,Strasbourg Desaix,1,,5.376411,43.307777,0,StopArea:CTP-OM14112,,,
StopPoint:OM1452,Strasbourg,1,,5.379447,43.309534,0,StopArea:CTP-OM14112,,,
StopPoint:OM1426,National Loubon,1,,5.378438,43.310948,0,StopArea:CTP-OM14112,,,
StopPoint:OM11019,Loubon Bellevue,1,,5.379264,43.311887,0,StopArea:CTP-OM14112,,,
StopPoint:OM11020,Loubon Barbini,1,,5.383107,43.31283,0,StopArea:CTP-OM14112,,,
StopPoint:OM11021,Place Caffo,1,,5.384817,43.312791,0,StopArea:CTP-OM14112,,,
StopPoint:OM1211,Perrin Guigou,1,,5.389026,43.315063,0,StopArea:CTP-OM14112,,,
StopPoint:OM1212,5 Avenues Burel,1,,5.390153,43.31772,0,StopArea:CTP-OM14112,,,
StopPoint:OM1213,Sainte-Marthe Colonel,1,,5.390393,43.318756,0,StopArea:CTP-OM14112,,,
StopPoint:OM1214,Sainte-Marthe Bougie,1,,5.389517,43.322432,0,StopArea:CTP-OM14112,,,
StopPoint:OM1109,La Marine,1,,5.388097,43.326312,0,StopArea:CTP-OM14112,,,
StopPoint:OM1110,Bertrandon,1,,5.387924,43.328386,0,StopArea:CTP-OM14112,,,
StopPoint:OM1111,Sainte-Marthe le Camp,1,,5.389314,43.331359,0,StopArea:CTP-OM14112,,,
StopPoint:OM1112,Sainte-Marthe Jourdan,1,,5.390786,43.333556,0,StopArea:CTP-OM14112,,,
StopPoint:OM1113,Sainte-Marthe Peupliers,1,,5.392259,43.335987,0,StopArea:CTP-OM14112,,,
StopPoint:OM1114,Sainte-Marthe,1,,5.391914,43.338767,0,StopArea:CTP-OM14112,,,
StopPoint:OM1115,Nungesser,1,,5.386834,43.340782,0,StopArea:CTP-OM14112,,,
StopPoint:OM1116,La Simiane,1,,5.386627,43.341974,0,StopArea:CTP-OM14112,,,
StopPoint:OM1117,Tour Sainte,1,,5.384763,43.344006,0,StopArea:CTP-OM14112,,,
StopPoint:OM1118,Coxe Massenet,1,,5.38221,43.345805,0,StopArea:CTP-OM14112,,,
StopPoint:OM1119,Saint-Joseph,1,,5.378918,43.347166,0,StopArea:CTP-OM14112,,,
StopPoint:OM1120,Saint-Joseph les Lions,1,,5.375666,43.349281,0,StopArea:CTP-OM14112,,,
